,Time,J_0,J_1,J_2
365,0.36536536536536535,1.6948631750419736,1.5711731761693954,1.630606036633253
366,0.3663663663663664,1.6927668042480946,1.5690604075789452,1.6285738227888942
367,0.36736736736736736,1.690546096302569,1.5669566905125976,1.6267296066507697
368,0.3683683683683684,1.6884259739890695,1.5649569360539317,1.6245085578411818
369,0.36936936936936937,1.6863099159672856,1.5631472561508417,1.6222440339624882
370,0.37037037037037035,1.6841669660061598,1.561012964695692,1.6203954499214888
371,0.3713713713713714,1.6820233818143606,1.5591645753011107,1.6181073365733027
372,0.37237237237237236,1.680087924003601,1.5572055270895362,1.6161825824528933
373,0.3733733733733734,1.6779290903359652,1.55512441881001,1.614400215446949
374,0.3743743743743744,1.6758171860128641,1.5532939191907644,1.6118241446092725
375,0.37537537537537535,1.6737504759803414,1.5514039089903235,1.610273647122085
376,0.3763763763763764,1.6717387344688177,1.5495622614398599,1.6076891915872693
377,0.37737737737737737,1.6696492629125714,1.5476442547515035,1.6061446275562048
378,0.3783783783783784,1.6677213357761502,1.5457595279440284,1.6037586443126202
379,0.3793793793793794,1.6657228702679276,1.5439509749412537,1.6018362203612924
380,0.38038038038038036,1.663640738464892,1.5420191567391157,1.6002379301935434
381,0.3813813813813814,1.6616828897967935,1.5402569519355893,1.5979733653366566
382,0.38238238238238237,1.659722601994872,1.5384132415056229,1.5965483635663986
383,0.3833833833833834,1.6577913211658597,1.5363945700228214,1.593726608902216
384,0.3843843843843844,1.6558672925457358,1.534778299741447,1.5920773297548294
385,0.38538538538538536,1.653908772394061,1.5329007785767317,1.5900047151371837
386,0.3863863863863864,1.651915905997157,1.531171870417893,1.5882917130365968
387,0.38738738738738737,1.6500281793996692,1.5293902987614274,1.587055804207921
388,0.3883883883883884,1.6481618685647845,1.5275796530768275,1.5842911582440138
389,0.3893893893893894,1.646339644677937,1.5258103115484118,1.5823895568028092
390,0.39039039039039036,1.644339400343597,1.5241691190749407,1.5809273878112435
391,0.3913913913913914,1.6423854529857635,1.52233992703259,1.5787861784920096
392,0.3923923923923924,1.6406876519322395,1.5205936338752508,1.5768877137452364
393,0.3933933933933934,1.6388263115659356,1.5188922388479114,1.5750185931101441
394,0.3943943943943944,1.6369515033438802,1.5171927968040109,1.5736084105446935
395,0.39539539539539537,1.6351129924878478,1.5154224690049887,1.5717217456549406
396,0.3963963963963964,1.6333407443016768,1.513829967007041,1.569454312324524
397,0.3973973973973974,1.631512158550322,1.5120930960401893,1.5682538449764252
398,0.3983983983983984,1.6296556293964386,1.5103376833721995,1.5656849099323153
399,0.3993993993993994,1.6280406760051847,1.508820790797472,1.5643500816076994
400,0.40040040040040037,1.6261800397187471,1.5070826802402735,1.5627308627590537
401,0.4014014014014014,1.6244115056470037,1.5054892906919122,1.5607621558010578
402,0.4024024024024024,1.6226596347987652,1.5038010776042938,1.559524543583393
403,0.4034034034034034,1.6208889316767454,1.5022808350622654,1.5572926299646497
404,0.4044044044044044,1.6192638697102666,1.500602088868618,1.5556938741356134
405,0.40540540540540543,1.6175216333940625,1.4991020001471043,1.5540022775530815
406,0.4064064064064064,1.6157735362648964,1.4974663136526942,1.5520094884559512
407,0.4074074074074074,1.6139778485521674,1.4957777401432395,1.5507453912869096
